light_count,light_layout,shadows,visibility,effective_visibility,lighting_path,requested_lighting,build_configuration,run_index,frame,device,driver,commit,width,height,validation_enabled,validation_errors,submitted_local_lights,omitted_local_lights,requested_local_shadow_faces,rendered_local_shadow_faces,dropped_shadow_faces,shadow_atlas_full_drops,shadow_tiles,draw_calls,gpu_bytes,gpu_main_raster_ms,gpu_post_raster_ms,gpu_post_visible,visibility_counters_valid,gpu_sun_shadow_ms,gpu_local_shadow_ms,gpu_shadow_ms,gpu_light_tiles_ms,gpu_build_plus_raster_ms,light_tile_count,light_tile_counts_valid,light_tile_candidate_count,light_tile_overflow_count,gpu_ms,cpu_ms,readback_cpu_ms,source_csv
32,dense,off,direct,direct,tiled,tiled,Release,1,14,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.550368,0.000000,0,0,0.000000,0.000000,0.000000,0.070400,0.620768,8160,0,0,0,2.125568,3.517475,0.941787,dense-032-tiled-1.csv
32,dense,off,direct,direct,tiled,tiled,Release,1,15,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.552992,0.000000,0,0,0.000000,0.000000,0.000000,0.061984,0.614976,8160,0,0,0,1.969568,3.374486,0.941395,dense-032-tiled-1.csv
32,dense,off,direct,direct,tiled,tiled,Release,1,16,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.550784,0.000000,0,0,0.000000,0.000000,0.000000,0.061696,0.612480,8160,0,0,0,1.843008,3.376368,0.931537,dense-032-tiled-1.csv
32,dense,off,direct,direct,tiled,tiled,Release,1,17,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.549504,0.000000,0,0,0.000000,0.000000,0.000000,0.061824,0.611328,8160,0,0,0,1.962208,3.424219,0.902713,dense-032-tiled-1.csv
32,dense,off,direct,direct,tiled,tiled,Release,1,18,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.551936,0.000000,0,0,0.000000,0.000000,0.000000,0.061472,0.613408,8160,0,0,0,2.091360,3.487880,0.932599,dense-032-tiled-1.csv
32,dense,off,direct,direct,tiled,tiled,Release,1,19,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.552608,0.000000,0,0,0.000000,0.000000,0.000000,0.061792,0.614400,8160,0,0,0,2.133376,3.560256,0.894978,dense-032-tiled-1.csv
32,dense,off,direct,direct,tiled,tiled,Release,1,20,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.551008,0.000000,0,0,0.000000,0.000000,0.000000,0.062240,0.613248,8160,0,0,0,1.843584,3.333989,0.913794,dense-032-tiled-1.csv
32,dense,off,direct,direct,tiled,tiled,Release,1,21,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.556640,0.000000,0,0,0.000000,0.000000,0.000000,0.061760,0.618400,8160,0,0,0,1.842752,3.160201,0.970311,dense-032-tiled-1.csv
32,dense,off,direct,direct,tiled,tiled,Release,1,22,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.555008,0.000000,0,0,0.000000,0.000000,0.000000,0.061440,0.616448,8160,0,0,0,2.253216,3.747349,0.996299,dense-032-tiled-1.csv
32,dense,off,direct,direct,tiled,tiled,Release,1,23,NVIDIA GeForce RTX 2080 Ti,NVIDIA 595.84.0.0,a0a4e29d480ed3344f19bd3565d48668ca913fed,1920,1080,0,0,32,0,0,0,0,0,0,10,61726992,0.552704,0.000000,0,0,0.000000,0.000000,0.000000,0.061728,0.614432,8160,0,0,0,1.839360,3.178456,0.957546,dense-032-tiled-1.csv
