light_count,shadows,visibility,effective_visibility,lighting_path,build_configuration,run_index,frame,device,driver,commit,width,height,validation_enabled,validation_errors,submitted_local_lights,omitted_local_lights,requested_local_shadow_faces,rendered_local_shadow_faces,dropped_shadow_faces,shadow_atlas_full_drops,shadow_tiles,draw_calls,gpu_bytes,gpu_main_raster_ms,gpu_post_raster_ms,gpu_post_visible,visibility_counters_valid,gpu_sun_shadow_ms,gpu_local_shadow_ms,gpu_shadow_ms,gpu_ms,cpu_ms,readback_cpu_ms
32,off,direct,direct,forward,Release,2,0,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.533728,0.000000,0,0,0.000000,0.000000,0.000000,1.773312,3.166132,0.966723
32,off,direct,direct,forward,Release,2,1,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.532480,0.000000,0,0,0.000000,0.000000,0.000000,1.760032,3.024585,0.888105
32,off,direct,direct,forward,Release,2,2,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.532384,0.000000,0,0,0.000000,0.000000,0.000000,1.760000,3.047999,0.897032
32,off,direct,direct,forward,Release,2,3,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.534848,0.000000,0,0,0.000000,0.000000,0.000000,1.761376,3.190288,0.872736
32,off,direct,direct,forward,Release,2,4,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.532480,0.000000,0,0,0.000000,0.000000,0.000000,1.759648,3.067617,0.921528
32,off,direct,direct,forward,Release,2,5,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.537024,0.000000,0,0,0.000000,0.000000,0.000000,2.354624,3.648061,0.848160
32,off,direct,direct,forward,Release,2,6,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.534592,0.000000,0,0,0.000000,0.000000,0.000000,1.761952,3.248378,0.904736
32,off,direct,direct,forward,Release,2,7,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.535840,0.000000,0,0,0.000000,0.000000,0.000000,2.386464,3.698276,0.965041
32,off,direct,direct,forward,Release,2,8,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.534752,0.000000,0,0,0.000000,0.000000,0.000000,1.875840,3.295667,0.918994
32,off,direct,direct,forward,Release,2,9,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.534688,0.000000,0,0,0.000000,0.000000,0.000000,2.364576,3.889166,1.032889
32,off,direct,direct,forward,Release,2,10,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.534528,0.000000,0,0,0.000000,0.000000,0.000000,1.761728,3.159129,0.978967
32,off,direct,direct,forward,Release,2,11,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.534240,0.000000,0,0,0.000000,0.000000,0.000000,2.357856,3.675463,0.921869
32,off,direct,direct,forward,Release,2,12,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.534528,0.000000,0,0,0.000000,0.000000,0.000000,1.761920,3.226185,1.041644
32,off,direct,direct,forward,Release,2,13,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.533280,0.000000,0,0,0.000000,0.000000,0.000000,2.364896,3.771033,1.031566
32,off,direct,direct,forward,Release,2,14,"NVIDIA GeForce RTX 2080 Ti","NVIDIA-595.84","05906054cf5c4f6a9346ce0b4c507f256566e43e",1920,1080,0,0,32,0,0,0,0,0,0,10,59572736,0.534144,0.000000,0,0,0.000000,0.000000,0.000000,1.761184,3.170480,0.993403
