light_count,light_layout,shadows,visibility,effective_visibility,lighting_path,requested_lighting,build_configuration,run_index,frame,device,driver,commit,width,height,validation_enabled,validation_errors,submitted_local_lights,omitted_local_lights,requested_local_shadow_faces,rendered_local_shadow_faces,dropped_shadow_faces,shadow_atlas_full_drops,shadow_tiles,draw_calls,gpu_bytes,gpu_main_raster_ms,gpu_post_raster_ms,gpu_post_visible,visibility_counters_valid,gpu_sun_shadow_ms,gpu_local_shadow_ms,gpu_shadow_ms,gpu_light_tiles_ms,gpu_build_plus_raster_ms,light_tile_count,light_tile_counts_valid,light_tile_candidate_count,light_tile_overflow_count,gpu_ms,cpu_ms,readback_cpu_ms
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,0,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.090688,0.005216,0,0,0.000000,0.000000,0.000000,0.000000,0.095904,0,0,0,0,1.475424,2.926700,1.031856
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,1,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.090144,0.005504,0,0,0.000000,0.000000,0.000000,0.000000,0.095648,0,0,0,0,1.480896,2.926450,1.047466
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,2,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.090752,0.005600,0,0,0.000000,0.000000,0.000000,0.000000,0.096352,0,0,0,0,1.511328,3.195708,1.259195
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,3,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.090816,0.005952,0,0,0.000000,0.000000,0.000000,0.000000,0.096768,0,0,0,0,1.735872,3.296879,1.004766
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,4,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.091104,0.005344,0,0,0.000000,0.000000,0.000000,0.000000,0.096448,0,0,0,0,1.501120,2.948271,1.037467
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,5,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.089888,0.005088,0,0,0.000000,0.000000,0.000000,0.000000,0.094976,0,0,0,0,1.971872,3.662729,0.958017
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,6,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.090272,0.005696,0,0,0.000000,0.000000,0.000000,0.000000,0.095968,0,0,0,0,1.487552,3.155653,1.052155
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,7,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.090080,0.005568,0,0,0.000000,0.000000,0.000000,0.000000,0.095648,0,0,0,0,1.909664,3.647200,0.950352
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,8,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.090752,0.005728,0,0,0.000000,0.000000,0.000000,0.000000,0.096480,0,0,0,0,1.623328,3.254409,1.043569
4,dense,off,gpu-occlusion,gpu-occlusion,forward,forward,Release,1,9,"NVIDIA GeForce RTX 2080 Ti","NVIDIA GeForce RTX 2080 Ti 595.84","4a3453e2b1868555d833f578d43f48b8bc47d41a",1920,1080,0,0,4,0,0,0,0,0,0,2,104292576,0.090272,0.005728,0,0,0.000000,0.000000,0.000000,0.000000,0.096000,0,0,0,0,1.961536,3.464064,0.968828
